demo_id,role,hidden_label,classifier_score,transition_count,selected_transition_count,selected_fraction,margin_mean,margin_p25,margin_p50,margin_p75
demo_56,extra_masked,bad,0.170556,99,0,0.000000,-0.964700,-1.514447,-0.552608,-0.180614
demo_57,anchor,labeled_or_anchor,0.670188,115,115,1.000000,,,,
demo_58,extra_masked,bad,0.452033,88,0,0.000000,-0.730988,-1.983404,0.250339,0.404275
demo_60,extra_masked,bad,0.064709,129,0,0.000000,-1.360003,-1.628465,-0.624248,-0.434688
demo_61,anchor,labeled_or_anchor,0.426375,130,130,1.000000,,,,
demo_62,extra_masked,bad,0.568993,80,0,0.000000,-0.453626,-1.971801,0.421310,0.727556
demo_64,extra_masked,bad,0.388450,95,0,0.000000,-0.809986,-1.046806,-0.680847,-0.400164
demo_65,anchor,labeled_or_anchor,0.676898,138,138,1.000000,,,,
demo_66,extra_masked,bad,0.193193,109,0,0.000000,-0.255752,-0.498100,-0.208070,-0.000653
demo_68,extra_masked,bad,0.067531,99,0,0.000000,-1.534792,-1.691273,-1.054969,-0.460495
demo_70,anchor,labeled_or_anchor,0.563522,71,71,1.000000,,,,
demo_71,anchor,labeled_or_anchor,0.924684,91,91,1.000000,,,,
demo_72,extra_masked,bad,0.375528,89,0,0.000000,-0.185755,-0.371724,-0.189544,0.079303
demo_73,anchor,labeled_or_anchor,0.762244,129,129,1.000000,,,,
demo_74,extra_masked,bad,0.077352,101,0,0.000000,-0.434820,-0.414316,0.049433,0.193502
demo_76,extra_masked,bad,0.337176,101,0,0.000000,-1.141875,-1.629178,-0.730129,-0.311219
demo_77,anchor,labeled_or_anchor,0.883112,107,107,1.000000,,,,
demo_78,extra_masked,bad,0.268758,80,0,0.000000,-1.053324,-2.198994,-0.245579,0.042020
demo_82,extra_masked,bad,0.529383,82,0,0.000000,-0.051727,-1.104153,0.503166,0.747077
demo_83,anchor,labeled_or_anchor,1.000000,109,109,1.000000,,,,
demo_84,extra_masked,bad,0.326472,83,0,0.000000,-1.001848,-1.669094,-0.586603,-0.356001
demo_85,anchor,labeled_or_anchor,0.675360,123,123,1.000000,,,,
demo_86,extra_masked,bad,0.433847,73,0,0.000000,-0.588480,-1.754923,-0.144829,0.509215
demo_90,extra_masked,bad,0.606280,74,0,0.000000,-0.278988,-1.160006,0.205533,0.588492
demo_91,anchor,labeled_or_anchor,0.936619,89,89,1.000000,,,,
demo_92,extra_masked,bad,0.051641,66,0,0.000000,-1.197767,-1.650757,-0.684611,-0.579763
demo_95,anchor,labeled_or_anchor,0.676435,105,105,1.000000,,,,
demo_96,extra_masked,bad,0.160452,82,0,0.000000,-1.002732,-2.249486,-0.138704,0.383597
demo_97,anchor,labeled_or_anchor,0.783618,89,89,1.000000,,,,
demo_101,anchor,labeled_or_anchor,0.646614,98,98,1.000000,,,,
demo_108,extra_masked,bad,0.474690,94,7,0.074468,1.022742,0.524848,1.379436,1.776352
demo_109,anchor,labeled_or_anchor,0.524245,147,147,1.000000,,,,
demo_110,anchor,labeled_or_anchor,0.537678,80,80,1.000000,,,,
demo_111,anchor,labeled_or_anchor,1.000000,95,95,1.000000,,,,
demo_112,extra_masked,bad,0.058178,93,0,0.000000,-0.041030,-0.083668,0.245631,0.406309
demo_114,extra_masked,bad,0.137400,110,0,0.000000,0.419893,0.336368,0.633346,0.724254
demo_116,extra_masked,bad,0.347756,103,0,0.000000,-0.490808,-0.568924,-0.428993,-0.174792
demo_120,extra_masked,bad,0.700245,100,0,0.000000,-0.199359,-0.704644,0.497330,0.706160
demo_121,anchor,labeled_or_anchor,1.000000,110,110,1.000000,,,,
demo_122,extra_masked,bad,0.472089,84,1,0.011905,0.514463,-0.999762,1.393339,1.825205
demo_123,anchor,labeled_or_anchor,1.000000,119,119,1.000000,,,,
demo_124,extra_masked,bad,0.157844,75,0,0.000000,-1.044714,-2.139305,-0.173941,0.031406
demo_126,extra_masked,bad,0.572320,88,1,0.011364,-0.216955,-1.019234,0.590772,0.781464
demo_127,anchor,labeled_or_anchor,1.000000,95,95,1.000000,,,,
demo_128,extra_masked,bad,0.146133,89,0,0.000000,-0.938817,-1.971888,-0.216332,0.231343
demo_131,anchor,labeled_or_anchor,0.679901,95,95,1.000000,,,,
demo_132,extra_masked,bad,0.113753,60,0,0.000000,-0.225822,-0.697737,0.285826,0.447405
demo_133,anchor,labeled_or_anchor,1.000000,94,94,1.000000,,,,
demo_134,extra_masked,bad,0.131776,69,0,0.000000,-0.985342,-1.972133,-0.346650,-0.142179
demo_135,anchor,labeled_or_anchor,0.671693,95,95,1.000000,,,,
demo_136,extra_masked,bad,0.412981,61,0,0.000000,-0.792758,-1.524816,-0.374834,0.211763
demo_137,anchor,labeled_or_anchor,0.901614,96,96,1.000000,,,,
demo_138,anchor,labeled_or_anchor,0.379909,55,55,1.000000,,,,
demo_139,anchor,labeled_or_anchor,1.000000,82,82,1.000000,,,,
demo_140,extra_masked,bad,0.171085,103,0,0.000000,-0.081659,-0.539557,0.493175,0.687513
demo_142,anchor,labeled_or_anchor,0.583686,76,76,1.000000,,,,
demo_143,anchor,labeled_or_anchor,0.957606,93,93,1.000000,,,,
demo_144,extra_masked,bad,0.542991,81,0,0.000000,-1.333589,-2.255621,-0.526700,-0.290357
demo_146,extra_masked,bad,0.767273,90,0,0.000000,-0.274622,-0.558732,0.066644,0.568996
demo_148,extra_masked,bad,0.198918,67,0,0.000000,-0.873682,-1.862459,-0.275084,-0.001443
demo_149,extra_masked,positive,0.559118,118,57,0.483051,2.631152,-0.070028,1.198913,5.544416
demo_150,extra_masked,bad,0.520558,79,0,0.000000,-0.014112,-1.279747,0.981334,1.224803
demo_151,anchor,labeled_or_anchor,0.796527,119,119,1.000000,,,,
demo_152,extra_masked,bad,0.129116,89,0,0.000000,-0.943474,-2.172825,-0.674918,0.526502
demo_153,anchor,labeled_or_anchor,1.000000,101,101,1.000000,,,,
demo_154,extra_masked,bad,0.252755,93,0,0.000000,-0.582645,-0.699619,-0.316436,-0.118410
demo_155,anchor,labeled_or_anchor,0.764033,103,103,1.000000,,,,
demo_156,extra_masked,bad,0.207926,63,0,0.000000,-1.524899,-2.772547,-0.596839,-0.240499
demo_157,anchor,labeled_or_anchor,0.600205,81,81,1.000000,,,,
demo_160,extra_masked,bad,0.206801,73,0,0.000000,-1.772089,-2.600974,-1.325802,-0.851722
demo_162,extra_masked,bad,0.115346,92,0,0.000000,-0.410144,-0.893308,-0.125685,0.475301
demo_163,anchor,labeled_or_anchor,0.581228,115,115,1.000000,,,,
demo_164,extra_masked,bad,0.486398,67,0,0.000000,-0.565394,-1.770555,0.202440,0.473072
demo_165,anchor,labeled_or_anchor,0.964190,105,105,1.000000,,,,
demo_167,anchor,labeled_or_anchor,0.751584,114,114,1.000000,,,,
demo_168,extra_masked,bad,0.409314,81,0,0.000000,-1.031307,-2.060070,-0.155978,0.045964
demo_169,anchor,labeled_or_anchor,0.901460,97,97,1.000000,,,,
demo_170,extra_masked,bad,0.501245,64,0,0.000000,-0.674840,-2.209089,-0.130857,0.297885
demo_172,extra_masked,bad,0.417295,74,0,0.000000,-0.465690,-1.464772,0.473328,0.693416
demo_173,anchor,labeled_or_anchor,0.842538,95,95,1.000000,,,,
demo_174,extra_masked,bad,0.464317,82,0,0.000000,-0.616756,-0.933432,-0.468903,-0.216281
demo_176,extra_masked,bad,0.129814,68,0,0.000000,-1.221990,-1.717647,-0.474232,-0.288491
demo_178,extra_masked,bad,0.397511,68,0,0.000000,0.540954,0.287803,0.464654,0.806084
demo_179,anchor,labeled_or_anchor,0.902838,115,115,1.000000,,,,
demo_180,extra_masked,bad,0.326200,91,0,0.000000,-0.131804,-0.384814,-0.025690,0.141253
demo_182,extra_masked,bad,0.169910,74,0,0.000000,-0.763178,-1.674007,-0.043517,0.136854
demo_183,anchor,labeled_or_anchor,0.602195,86,86,1.000000,,,,
demo_184,extra_masked,bad,0.139877,58,0,0.000000,-0.708793,-1.944086,-0.098741,0.071818
demo_185,anchor,labeled_or_anchor,0.687872,93,93,1.000000,,,,
demo_186,extra_masked,bad,0.223047,76,0,0.000000,-0.418403,-1.356155,0.327707,0.702029
demo_187,anchor,labeled_or_anchor,0.833560,109,109,1.000000,,,,
demo_190,extra_masked,bad,0.365235,67,0,0.000000,-0.700121,-0.707300,-0.370522,-0.021387
demo_191,extra_masked,positive,0.838698,89,45,0.505618,2.494115,0.109866,2.105062,5.153680
demo_192,extra_masked,bad,0.127752,75,0,0.000000,-0.404087,-0.361997,-0.191245,-0.064793
demo_194,extra_masked,bad,0.199183,82,0,0.000000,-1.272117,-1.550324,-0.681493,-0.033806
demo_196,extra_masked,bad,0.143711,83,0,0.000000,-1.582819,-2.070809,-1.139684,-0.665703
demo_198,extra_masked,bad,0.320625,64,0,0.000000,-1.244126,-2.298196,-0.603019,-0.408184
