episode_id,split,length,trajectory_return,label_score,return_percentile,terminated,truncated
67,unlabeled,309,19.72815388321538,19.72815388321538,0.282226853230128,0,1
68,unlabeled,634,31.3813759779489,31.3813759779489,0.8249479011610599,0,1
69,unlabeled,570,29.50302921947995,29.50302921947995,0.7612384638285203,0,1
70,unlabeled,535,29.730313754084825,29.730313754084825,0.7701696933611194,0,1
71,unlabeled,559,26.118270425208916,26.118270425208916,0.6254837749330158,0,1
72,unlabeled,420,27.926658812971045,27.926658812971045,0.7043763024709735,0,1
73,unlabeled,558,26.613393214582253,26.613393214582253,0.6484072640666865,0,1
74,unlabeled,492,32.715702517047255,32.715702517047255,0.8571003274784162,0,1
75,unlabeled,267,27.79494123817836,27.79494123817836,0.6993152724025008,0,1
76,negative,7,4.168417810111149,4.168417810111149,0.008931229532598988,0,1
77,unlabeled,397,25.78252270258157,25.78252270258157,0.6088121464721643,0,1
78,positive,514,48.766156163004204,48.766156163004204,0.9901756475141411,0,1
79,unlabeled,351,33.09043663511055,33.09043663511055,0.8642453111044954,0,1
80,negative,394,17.82055483095004,17.82055483095004,0.18219708246501934,0,1
81,negative,447,16.172660697089203,16.172660697089203,0.08990771062816315,0,1
82,unlabeled,430,20.343405622232165,20.343405622232165,0.3280738314974695,0,1
83,unlabeled,439,31.593743712077522,31.593743712077522,0.8311997618338791,0,1
84,unlabeled,283,29.572412093980866,29.572412093980866,0.7645132479904734,0,1
85,unlabeled,346,25.369989987803272,25.369989987803272,0.5924382256623996,0,1
86,unlabeled,262,28.189432913105335,28.189432913105335,0.7165823161655255,0,1
87,unlabeled,156,25.962726548665632,25.962726548665632,0.6168502530515034,0,1
88,unlabeled,44,18.612810107273482,18.612810107273482,0.2244715689193212,0,1
89,unlabeled,127,20.652164505629802,20.652164505629802,0.34563858291158084,0,1
90,negative,308,16.803754375684033,16.803754375684033,0.12325096754986603,0,1
91,unlabeled,409,30.12525247454262,30.12525247454262,0.7841619529621912,0,1
92,unlabeled,363,26.699081717406383,26.699081717406383,0.6507889252753796,0,1
93,unlabeled,153,21.036510593956386,21.036510593956386,0.3652872878832986,0,1
94,unlabeled,333,23.627332721572333,23.627332721572333,0.5064007144983627,0,1
95,unlabeled,237,31.977401509368747,31.977401509368747,0.8416195296219113,0,1
96,unlabeled,263,26.55915788410134,26.55915788410134,0.6454301875558202,0,1
97,negative,203,17.052530045736216,17.052530045736216,0.13575468889550463,0,1
98,unlabeled,332,25.362018991678365,25.362018991678365,0.5921405180113128,0,1
99,unlabeled,304,22.167652400442076,22.167652400442076,0.432271509377791,0,1
100,unlabeled,627,34.88998138367923,34.88998138367923,0.8919321226555522,0,1
101,unlabeled,136,18.25011924842746,18.25011924842746,0.20452515629651682,0,1
102,negative,345,16.95899428279167,16.95899428279167,0.13069365882703185,0,1
103,unlabeled,224,20.15678763124691,20.15678763124691,0.31050908008335815,0,1
104,positive,364,35.80645971041643,35.80645971041643,0.9047335516522774,0,1
105,unlabeled,362,24.773492433935157,24.773492433935157,0.5617743376004763,0,1
106,positive,574,49.38138796624079,49.38138796624079,0.993450431676094,0,1
107,unlabeled,340,19.955731240082983,19.955731240082983,0.29502828222685323,0,1
108,negative,18,9.26547319126309,9.26547319126309,0.02024412027389104,0,1
109,negative,6,3.4976277606919153,3.4976277606919153,0.006549568323905924,0,1
110,unlabeled,341,33.993551043131106,33.993551043131106,0.8770467401012206,0,1
111,unlabeled,313,25.005770221989877,25.005770221989877,0.5724918130395951,0,1
112,unlabeled,425,24.504522100047403,24.504522100047403,0.5486752009526645,0,1
113,unlabeled,384,30.724910559858255,30.724910559858255,0.8032152426317356,0,1
114,unlabeled,370,27.949285551160187,27.949285551160187,0.7052694254242334,0,1
115,unlabeled,280,32.29780087212668,32.29780087212668,0.8487645132479905,0,1
116,positive,393,38.924422111259474,38.924422111259474,0.9297409943435546,0,1
117,unlabeled,364,18.47856237179807,18.47856237179807,0.21673116999106878,0,1
118,positive,520,42.740786293002074,42.740786293002074,0.9595117594522179,0,1
119,unlabeled,270,28.253657245129588,28.253657245129588,0.7186662697231319,0,1
120,unlabeled,236,30.87355795584443,30.87355795584443,0.8097648109556416,0,1
121,unlabeled,366,18.839461463841282,18.839461463841282,0.23548675200952665,0,1
122,unlabeled,367,25.48546420445373,25.48546420445373,0.5977969633819589,0,1
123,negative,50,13.000995239141432,13.000995239141432,0.03572491813039595,0,1
124,unlabeled,201,23.61557913514243,23.61557913514243,0.5055075915451027,0,1
125,negative,28,14.756957154184734,14.756957154184734,0.04674010122060137,0,1
126,unlabeled,262,20.69903369530414,20.69903369530414,0.347127121167014,0,1
127,negative,89,15.712176293437722,15.712176293437722,0.06936588270318547,0,1
128,unlabeled,297,19.376106310667012,19.376106310667012,0.2613873176540637,0,1
129,unlabeled,388,32.74399914203678,32.74399914203678,0.8576957427805895,0,1
130,unlabeled,494,33.0185163497314,33.0185163497314,0.8633521881512355,0,1
131,unlabeled,370,26.168225234122524,26.168225234122524,0.6275677284906223,0,1
132,unlabeled,278,20.2277627277657,20.2277627277657,0.31765406370943733,0,1
133,unlabeled,232,31.8993877796271,31.8993877796271,0.8404286990175648,0,1
134,unlabeled,476,30.7493083286426,30.7493083286426,0.8052991961893421,0,1
135,negative,89,16.916679657923932,16.916679657923932,0.1274188746650789,0,1
136,positive,323,37.68061672795998,37.68061672795998,0.9214051801131289,0,1
137,negative,73,17.219723622785718,17.219723622785718,0.14349508782375708,0,1
138,unlabeled,605,34.850096133206364,34.850096133206364,0.891336707353379,0,1
139,unlabeled,260,21.8249639368695,21.8249639368695,0.41530217326585295,0,1
140,negative,246,16.62425063430496,16.62425063430496,0.11580827627270021,0,1
141,negative,92,16.555872485825162,16.555872485825162,0.11193807680857398,0,1
142,unlabeled,184,18.939019566806678,18.939019566806678,0.24084548972908604,0,1
143,unlabeled,326,20.990740775662374,20.990740775662374,0.3626079190235189,0,1
144,unlabeled,473,30.74824651388286,30.74824651388286,0.8050014885382555,0,1
145,negative,153,17.858411314636843,17.858411314636843,0.18368562072045252,0,1
146,unlabeled,306,20.84943567667153,20.84943567667153,0.35576064304852634,0,1
147,positive,493,42.73362093690816,42.73362093690816,0.9592140518011313,0,1
148,unlabeled,341,19.722242117545612,19.722242117545612,0.2810360226257815,0,1
149,unlabeled,208,31.48436737798368,31.48436737798368,0.8291158082762727,0,1
150,unlabeled,404,20.444081647158086,20.444081647158086,0.33283715391485563,0,1
151,unlabeled,127,19.39435455823933,19.39435455823933,0.26257814825841025,0,1
152,unlabeled,543,26.655925919830942,26.655925919830942,0.649598094671033,0,1
153,unlabeled,616,30.89571249943941,30.89571249943941,0.8103602262578148,0,1
154,unlabeled,556,19.67185608447961,19.67185608447961,0.27627270020839534,0,1
155,negative,314,17.50015752816077,17.50015752816077,0.1628460851443882,0,1
156,unlabeled,334,32.22400995433703,32.22400995433703,0.8469782673414706,0,1
157,unlabeled,220,34.364318552667974,34.364318552667974,0.8838940160762132,0,1
158,unlabeled,450,34.276530942034796,34.276530942034796,0.8827031854718667,0,1
159,unlabeled,123,23.030255978612253,23.030255978612253,0.47514141113426617,0,1
160,unlabeled,84,24.05712543773242,24.05712543773242,0.5278356653766002,0,1
161,unlabeled,242,19.83643363008717,19.83643363008717,0.2872878832986008,0,1
162,negative,98,16.099886921152507,16.099886921152507,0.08722834176838344,0,1
163,unlabeled,77,23.341794903022006,23.341794903022006,0.4918130395951176,0,1
164,negative,48,17.40854966751906,17.40854966751906,0.1562965168204823,0,1
165,unlabeled,591,33.65048887865026,33.65048887865026,0.8713902947305746,0,1
166,positive,333,42.7728553138344,42.7728553138344,0.9601071747543912,0,1
167,unlabeled,523,18.47667317426496,18.47667317426496,0.21643346233998215,0,1
168,unlabeled,246,20.956408773920142,20.956408773920142,0.3608216731169991,0,1
169,negative,144,16.45551668344048,16.45551668344048,0.10538850848466806,0,1
170,unlabeled,131,22.97227112309137,22.97227112309137,0.4721643346233998,0,1
171,unlabeled,386,21.592822679241657,21.592822679241657,0.4033938672223876,0,1
172,unlabeled,564,20.58552923196046,20.58552923196046,0.3435546293539744,0,1
173,negative,146,15.444286597342694,15.444286597342694,0.06251860672819291,0,1
174,unlabeled,321,21.98785023016621,21.98785023016621,0.42274486454301874,0,1
175,unlabeled,605,28.214794081730805,28.214794081730805,0.7174754391187853,0,1
176,unlabeled,208,18.43176749363011,18.43176749363011,0.21405180113128908,0,1
177,unlabeled,286,29.123789112168016,29.123789112168016,0.7487347424828819,0,1
178,negative,1,0.6479013272056363,0.6479013272056363,0.0023816612086930635,0,1
179,negative,2,1.291585646925736,1.291585646925736,0.003870199464126228,0,1
180,positive,635,53.18863406606099,53.18863406606099,1.0,0,1
181,unlabeled,281,26.182231180725857,26.182231180725857,0.6281631437927955,0,1
182,negative,17,7.79610817703121,7.79610817703121,0.01518309020541828,0,1
183,negative,234,17.497504717157753,17.497504717157753,0.1625483774933016,0,1
184,unlabeled,200,21.410996762501956,21.410996762501956,0.38940160762131587,0,1
185,unlabeled,46,18.620532861529096,18.620532861529096,0.2250669842214945,0,1
186,unlabeled,380,20.801695381425546,20.801695381425546,0.3533789818398333,0,1
187,unlabeled,195,27.77489107042037,27.77489107042037,0.6984221494492409,0,1
188,unlabeled,229,24.491410641665876,24.491410641665876,0.5477820779994046,0,1
189,unlabeled,402,29.13720725493533,29.13720725493533,0.7493301577850551,0,1
190,negative,12,6.027612260777283,6.027612260777283,0.011312890741292051,0,1
191,positive,428,49.37540949543833,49.37540949543833,0.9931527240250074,0,1
192,negative,14,6.676014661362969,6.676014661362969,0.012503721345638583,0,1
193,unlabeled,499,18.568686143237198,18.568686143237198,0.22089907710628162,0,1
194,negative,49,16.99421072830019,16.99421072830019,0.1318844894313784,0,1
195,unlabeled,401,23.325093467814085,23.325093467814085,0.49121762429294435,0,1
196,unlabeled,595,30.87842221753133,30.87842221753133,0.8100625186067282,0,1
197,negative,43,18.093261233154365,18.093261233154365,0.1952962191128312,0,1
198,unlabeled,186,22.30851244240992,22.30851244240992,0.4432866924679964,0,1
199,unlabeled,339,25.075125273128805,25.075125273128805,0.5766597201548079,0,1
200,unlabeled,127,23.086796230826238,23.086796230826238,0.4802024412027389,0,1
201,unlabeled,214,19.68973261612724,19.68973261612724,0.27835665376600177,0,1
202,negative,45,17.988084745001906,17.988084745001906,0.18934206609109855,0,1
203,positive,325,38.44190165301535,38.44190165301535,0.9279547484370348,0,1
204,unlabeled,460,21.729135254691595,21.729135254691595,0.4108365584995534,0,1
205,unlabeled,263,20.030332326839307,20.030332326839307,0.300089312295326,0,1
206,unlabeled,154,26.568150844431614,26.568150844431614,0.6460256028579935,0,1
207,positive,354,40.22773652414267,40.22773652414267,0.9398630544805001,0,1
208,unlabeled,155,28.111602317391704,28.111602317391704,0.7130098243524858,0,1
209,negative,198,16.63102546719952,16.63102546719952,0.11610598392378683,0,1
210,unlabeled,181,29.483023485935,29.483023485935,0.7609407561774337,0,1
211,unlabeled,214,25.26520869830418,25.26520869830418,0.5870794879428402,0,1
212,unlabeled,294,25.842672256302336,25.842672256302336,0.611491515331944,0,1
213,unlabeled,549,26.771177358212697,26.771177358212697,0.6540637094373325,0,1
214,unlabeled,562,30.344829090358832,30.344829090358832,0.7927954748437035,0,1
215,unlabeled,394,30.273478374886007,30.273478374886007,0.7898183983328372,0,1
216,unlabeled,186,21.330420717200578,21.330420717200578,0.3849359928550164,0,1
217,unlabeled,185,31.312942006265956,31.312942006265956,0.8219708246501936,0,1
218,unlabeled,336,21.53824578965133,21.53824578965133,0.3989282524560881,0,1
219,unlabeled,156,21.226810448087704,21.226810448087704,0.37749330157785055,0,1
220,unlabeled,269,25.047686610782108,25.047686610782108,0.5748734742482882,0,1
221,unlabeled,217,35.183532390398454,35.183532390398454,0.8978862756772849,0,1
222,negative,441,17.629314526297698,17.629314526297698,0.1726704376302471,0,1
223,unlabeled,95,24.211592658766744,24.211592658766744,0.5349806490026794,0,1
224,unlabeled,484,21.396255021639696,21.396255021639696,0.388508484668056,0,1
225,unlabeled,375,29.323760333933897,29.323760333933897,0.7552843108067877,0,1
226,unlabeled,253,20.5634744515194,20.5634744515194,0.3417683834474546,0,1
227,negative,426,17.280159322298434,17.280159322298434,0.1473652872878833,0,1
228,unlabeled,247,25.52298679063379,25.52298679063379,0.5989877939863054,0,1
229,positive,317,40.53088817259534,40.53088817259534,0.9410538850848467,0,1
230,positive,586,41.34641392500896,41.34641392500896,0.9470080381065793,0,1
231,negative,261,18.121490136714804,18.121490136714804,0.19678475736826437,0,1
232,unlabeled,215,24.08670242364178,24.08670242364178,0.5290264959809468,0,1
233,unlabeled,678,29.328015341188816,29.328015341188816,0.7561774337600476,0,1
234,negative,93,17.53886184692512,17.53886184692512,0.16850253051503425,0,1
235,unlabeled,179,20.397752299913655,20.397752299913655,0.33045549270616253,0,1
236,unlabeled,44,18.17064998624579,18.17064998624579,0.20005954153021732,0,1
237,negative,72,16.36415949423182,16.36415949423182,0.10002977076510866,0,1
238,unlabeled,500,24.39913538739594,24.39913538739594,0.5445072938374517,0,1
239,unlabeled,296,35.00196220084917,35.00196220084917,0.8937183685620721,0,1
240,unlabeled,206,19.60979597077325,19.60979597077325,0.27270020839535575,0,1
241,negative,68,16.082036784445425,16.082036784445425,0.08454897290860375,0,1
242,positive,306,42.25077514596777,42.25077514596777,0.9535576064304853,0,1
243,unlabeled,131,21.456477348105775,21.456477348105775,0.39327180708544207,0,1
244,negative,1,0.638850756865916,0.638850756865916,0.0011908306043465317,0,1
245,unlabeled,373,20.152686654057845,20.152686654057845,0.30991366478118487,0,1
246,unlabeled,631,30.463324123543536,30.463324123543536,0.7960702590056564,0,1
247,unlabeled,453,33.77411557183679,33.77411557183679,0.8737719559392676,0,1
248,unlabeled,346,22.643919156167268,22.643919156167268,0.4566835367668949,0,1
249,unlabeled,504,23.755854206239068,23.755854206239068,0.5111640369157487,0,1
250,unlabeled,472,19.21672491913471,19.21672491913471,0.25334921107472463,0,1
251,unlabeled,252,18.284822205019708,18.284822205019708,0.20631140220303662,0,1
252,negative,90,15.385929693088555,15.385929693088555,0.05983923786841322,0,1
253,unlabeled,312,29.799331482012366,29.799331482012366,0.7728490622208991,0,1
254,unlabeled,590,28.15135795301046,28.15135795301046,0.7147960702590057,0,1
255,unlabeled,642,19.22387639855067,19.22387639855067,0.2539446263768979,0,1
256,unlabeled,241,29.18491739179624,29.18491739179624,0.7517118189937482,0,1
257,unlabeled,403,19.27950483886358,19.27950483886358,0.2569217028877642,0,1
258,unlabeled,553,26.51554537902169,26.51554537902169,0.6430485263471272,0,1
259,negative,195,17.21355581529539,17.21355581529539,0.14319738017267045,0,1
260,unlabeled,514,20.281967552545897,20.281967552545897,0.3218219708246502,0,1
261,unlabeled,95,22.367791349264294,22.367791349264294,0.4459660613277761,0,1
262,unlabeled,315,29.435672003154455,29.435672003154455,0.759154510270914,0,1
263,unlabeled,250,31.638229091419703,31.638229091419703,0.8326883000893123,0,1
264,unlabeled,606,34.23382537790877,34.23382537790877,0.8815123548675201,0,1
265,unlabeled,707,27.721696531393977,27.721696531393977,0.6960404882405478,0,1
266,unlabeled,345,26.281741093669098,26.281741093669098,0.6347127121167014,0,1
267,unlabeled,75,26.597222137645094,26.597222137645094,0.64721643346234,0,1
268,unlabeled,283,32.676885595521746,32.676885595521746,0.8562072045251563,0,1
269,unlabeled,106,22.657197602219057,22.657197602219057,0.4575766597201548,0,1
270,unlabeled,373,34.9941937203078,34.9941937203078,0.8934206609109854,0,1
271,negative,6,3.456042716289545,3.456042716289545,0.006251860672819291,0,1
272,unlabeled,360,25.181615569841174,25.181615569841174,0.5832092884787139,0,1
273,negative,96,15.363255787078721,15.363255787078721,0.05894611491515332,0,1
274,negative,193,17.506292857743816,17.506292857743816,0.16433462339982138,0,1
275,unlabeled,392,32.77514136378562,32.77514136378562,0.8582911580827627,0,1
276,unlabeled,210,20.255475742327558,20.255475742327558,0.32063114022030365,0,1
277,unlabeled,553,25.30017960530256,25.30017960530256,0.5885680261982733,0,1
278,unlabeled,306,31.065873987247755,31.065873987247755,0.8157189639773742,0,1
279,unlabeled,261,19.555919838704302,19.555919838704302,0.2694254242334028,0,1
280,unlabeled,421,28.265066098411708,28.265066098411708,0.7192616850253052,0,1
281,unlabeled,341,22.050239348888244,22.050239348888244,0.4269127716582316,0,1
282,unlabeled,335,21.112486487471045,21.112486487471045,0.37034831795177137,0,1
283,unlabeled,552,18.40849529247392,18.40849529247392,0.21286097052694256,0,1
284,unlabeled,213,23.215309946015918,23.215309946015918,0.4873474248288181,0,1
285,negative,120,15.521422920532695,15.521422920532695,0.06490026793688598,0,1
286,negative,93,14.467964047685532,14.467964047685532,0.04257219410538851,0,1
287,unlabeled,278,21.960041313959362,21.960041313959362,0.4212563262875856,0,1
288,unlabeled,138,21.569033811667648,21.569033811667648,0.4007144983626079,0,1
289,negative,18,7.797745440548994,7.797745440548994,0.015480797856504911,0,1
290,positive,394,35.97459744932512,35.97459744932512,0.9068175052098839,0,1
291,positive,519,36.6357506098197,36.6357506098197,0.9133670735337898,0,1
292,unlabeled,616,29.001400847325566,29.001400847325566,0.7427805894611491,0,1
293,unlabeled,648,21.481167760840588,21.481167760840588,0.3953557606430485,0,1
294,unlabeled,369,29.791585774193614,29.791585774193614,0.7725513545698125,0,1
295,negative,96,16.09023926172197,16.09023926172197,0.08633521881512354,0,1
296,unlabeled,439,30.816553353537913,30.816553353537913,0.8073831497469485,0,1
297,negative,41,18.150218423384125,18.150218423384125,0.19857100327478416,0,1
298,negative,70,15.840554578493292,15.840554578493292,0.0750223280738315,0,1
299,unlabeled,523,23.779737330983934,23.779737330983934,0.5129502828222685,0,1
300,unlabeled,231,20.287837602326558,20.287837602326558,0.3221196784757368,0,1
301,unlabeled,108,21.709250716362547,21.709250716362547,0.4096457278952069,0,1
302,negative,78,15.273544349514017,15.273544349514017,0.05656445370646026,0,1
303,positive,248,47.12515299020051,47.12515299020051,0.9848169097945817,0,1
304,unlabeled,122,24.758272918950244,24.758272918950244,0.561178922298303,0,1
305,unlabeled,134,21.100832490959732,21.100832490959732,0.3691574873474248,0,1
306,unlabeled,371,24.211864840258976,24.211864840258976,0.535278356653766,0,1
307,unlabeled,585,21.41255049517002,21.41255049517002,0.3896993152724025,0,1
308,negative,44,17.508893654128936,17.508893654128936,0.16493003870199463,0,1
309,negative,118,14.97879170866577,14.97879170866577,0.05031259303364097,0,1
310,positive,407,40.09928825145786,40.09928825145786,0.938374516225067,0,1
311,unlabeled,328,20.290853495761542,20.290853495761542,0.32241738612682347,0,1
312,unlabeled,42,19.520543129369322,19.520543129369322,0.267639178326883,0,1
313,unlabeled,200,32.96590346550161,32.96590346550161,0.8624590651979755,0,1
314,negative,437,17.053182802433973,17.053182802433973,0.13605239654659124,0,1
315,unlabeled,114,18.667701085036768,18.667701085036768,0.22744864543018756,0,1
316,unlabeled,43,18.299185263458156,18.299185263458156,0.20779994045846978,0,1
317,positive,487,42.67584814557236,42.67584814557236,0.9583209288478713,0,1
318,unlabeled,369,20.90355994456104,20.90355994456104,0.35814230425721943,0,1
319,negative,90,15.408888969134487,15.408888969134487,0.06043465317058649,0,1
320,unlabeled,512,25.583931608815256,25.583931608815256,0.6022625781482585,0,1
321,unlabeled,371,21.26154950783054,21.26154950783054,0.3798749627865436,0,1
322,unlabeled,300,31.21571920043702,31.21571920043702,0.8186960404882405,0,1
323,unlabeled,338,22.687766119170917,22.687766119170917,0.459065197975588,0,1
324,negative,534,17.64741799346297,17.64741799346297,0.17386126823459364,0,1
325,unlabeled,436,25.09533533350496,25.09533533350496,0.5775528431080679,0,1
326,unlabeled,231,23.284799334956674,23.284799334956674,0.48943137838642453,0,1
327,unlabeled,319,24.77819845739261,24.77819845739261,0.5623697529026496,0,1
328,negative,41,12.727662604106818,12.727662604106818,0.03334325692170289,0,1
329,negative,418,17.20046684753212,17.20046684753212,0.1420065495683239,0,1
330,unlabeled,361,28.87096981594355,28.87096981594355,0.7403989282524561,0,1
331,unlabeled,406,30.730904560381244,30.730904560381244,0.8041083655849955,0,1
332,unlabeled,417,23.668971673443483,23.668971673443483,0.5075915451027091,0,1
333,unlabeled,370,19.410144583258663,19.410144583258663,0.2631735635605835,0,1
334,unlabeled,374,35.2411966415727,35.2411966415727,0.8987793986305448,0,1
335,unlabeled,252,22.186820104310303,22.186820104310303,0.4340577552843108,0,1
336,negative,123,16.396355817999588,16.396355817999588,0.1012206013694552,0,1
337,unlabeled,172,19.620487638464542,19.620487638464542,0.273295623697529,0,1
338,unlabeled,271,20.291274005853555,20.291274005853555,0.3227150937779101,0,1
339,unlabeled,318,20.496677442538818,20.496677442538818,0.33611193807680856,0,1
340,unlabeled,620,19.722962601166802,19.722962601166802,0.2813337302768681,0,1
341,unlabeled,655,29.37097322751914,29.37097322751914,0.7570705567133076,0,1
342,unlabeled,366,27.81471197539536,27.81471197539536,0.7005061030068472,0,1
343,unlabeled,275,27.178540181807012,27.178540181807012,0.6710330455492706,0,1
344,positive,693,50.56124601211547,50.56124601211547,0.9958320928847871,0,1
345,unlabeled,310,22.05390704957281,22.05390704957281,0.4275081869604049,0,1
346,unlabeled,229,26.621324828511185,26.621324828511185,0.6487049717177732,0,1
347,unlabeled,313,33.877620808230525,33.877620808230525,0.8749627865436141,0,1
348,unlabeled,132,25.56697852005367,25.56697852005367,0.6010717475439119,0,1
349,negative,39,11.810526546214414,11.810526546214414,0.030068472759749925,0,1
350,unlabeled,123,22.2585790702674,22.2585790702674,0.4403096159571301,0,1
351,positive,418,41.2111432877954,41.2111432877954,0.9461149151533195,0,1
352,unlabeled,154,26.23406395325688,26.23406395325688,0.632628758559095,0,1
353,unlabeled,308,22.181434451055388,22.181434451055388,0.4337600476332242,0,1
354,unlabeled,312,21.35831877697586,21.35831877697586,0.38642453111044955,0,1
355,unlabeled,130,29.064418616714992,29.064418616714992,0.7460553736231021,0,1
356,unlabeled,156,22.81872753967379,22.81872753967379,0.4653170586484073,0,1
357,negative,68,18.12608444632772,18.12608444632772,0.19738017267043764,0,1
358,unlabeled,52,18.25641514542125,18.25641514542125,0.20482286394760346,0,1
359,unlabeled,396,27.33623954241399,27.33623954241399,0.6787734444775231,0,1
360,unlabeled,414,18.626383418861984,18.626383418861984,0.22536469187258112,0,1
361,unlabeled,431,28.758665578942477,28.758665578942477,0.7356356058350699,0,1
362,negative,31,15.44698259379146,15.44698259379146,0.06311402203036617,0,1
363,unlabeled,234,28.571605726580568,28.571605726580568,0.7302768681155105,0,1
364,unlabeled,236,24.945871427853103,24.945871427853103,0.5695147365287287,0,1
