demo_id,role,hidden_label,classifier_score,transition_count,selected_transition_count,selected_fraction,margin_mean,margin_p25,margin_p50,margin_p75
demo_116,extra_masked,bad,0.303860,103,0,0.000000,-1.333113,-3.099481,-0.256584,0.029340
demo_117,anchor,labeled_or_anchor,0.710087,129,129,1.000000,,,,
demo_118,extra_masked,bad,0.600019,80,3,0.037500,0.401224,-0.619098,1.118850,1.413052
demo_119,anchor,labeled_or_anchor,1.000000,91,91,1.000000,,,,
demo_120,extra_masked,bad,0.414216,100,0,0.000000,-0.693480,-1.075784,0.307272,0.395317
demo_121,anchor,labeled_or_anchor,0.712683,110,110,1.000000,,,,
demo_122,extra_masked,bad,0.213252,84,0,0.000000,-1.635805,-1.905010,-1.192782,-0.923110
demo_124,extra_masked,bad,0.073194,75,0,0.000000,-2.375988,-3.146019,-1.760573,-1.623386
demo_126,extra_masked,bad,0.056167,88,0,0.000000,-1.912149,-2.363913,-1.152706,-0.990543
demo_128,extra_masked,bad,0.094820,89,0,0.000000,-1.480726,-2.346071,-0.567969,-0.316591
demo_130,extra_masked,bad,0.258656,85,0,0.000000,-0.807712,-1.675815,-0.261888,0.256725
demo_131,anchor,labeled_or_anchor,1.000000,95,95,1.000000,,,,
demo_132,extra_masked,bad,0.917141,60,9,0.150000,0.674578,-0.334130,1.157987,1.524770
demo_133,anchor,labeled_or_anchor,1.000000,94,94,1.000000,,,,
demo_134,extra_masked,bad,0.671935,69,0,0.000000,-0.203313,-0.654662,0.207864,0.331402
demo_136,extra_masked,bad,0.816262,61,0,0.000000,0.068276,-0.793296,0.414077,0.752805
demo_138,anchor,labeled_or_anchor,0.636313,55,55,1.000000,,,,
demo_139,anchor,labeled_or_anchor,1.000000,82,82,1.000000,,,,
demo_140,extra_masked,bad,0.511336,103,0,0.000000,-0.253878,-0.476494,0.253285,0.489371
demo_141,anchor,labeled_or_anchor,0.814990,126,126,1.000000,,,,
demo_142,extra_masked,bad,0.942033,76,0,0.000000,0.728354,0.472692,0.830607,1.061453
demo_144,extra_masked,bad,0.255153,81,0,0.000000,-0.979404,-1.752143,-0.180453,0.161222
demo_145,anchor,labeled_or_anchor,1.000000,88,88,1.000000,,,,
demo_146,extra_masked,bad,0.419556,90,0,0.000000,-0.761414,-1.551035,-0.058231,0.124722
demo_148,extra_masked,bad,0.528116,67,0,0.000000,-0.098007,-0.770399,0.160739,0.521734
demo_150,extra_masked,bad,0.294942,79,0,0.000000,-1.144188,-1.524846,-0.676549,-0.409283
demo_152,extra_masked,bad,0.302131,89,0,0.000000,-1.234019,-2.180621,-0.317473,-0.027616
demo_154,extra_masked,bad,0.238990,93,0,0.000000,-0.819207,-0.971114,-0.610153,-0.362018
demo_155,anchor,labeled_or_anchor,0.751899,103,103,1.000000,,,,
demo_158,extra_masked,bad,0.801769,73,0,0.000000,0.154026,-0.003934,0.212256,0.488341
demo_160,extra_masked,bad,0.437850,73,0,0.000000,-0.438074,-1.562765,0.322309,0.768467
demo_161,anchor,labeled_or_anchor,0.894843,91,91,1.000000,,,,
demo_162,extra_masked,bad,0.318412,92,0,0.000000,-0.100177,-0.768550,0.521950,0.869260
demo_163,anchor,labeled_or_anchor,1.000000,115,115,1.000000,,,,
demo_164,extra_masked,bad,0.923440,67,0,0.000000,0.718480,0.449741,0.751009,0.939384
demo_166,extra_masked,bad,0.228394,90,0,0.000000,-0.839105,-1.312265,-0.223026,0.241708
demo_168,extra_masked,bad,0.069578,81,0,0.000000,-1.006395,-1.466402,-0.204153,-0.043830
demo_169,anchor,labeled_or_anchor,0.591343,97,97,1.000000,,,,
demo_170,extra_masked,bad,0.177624,64,0,0.000000,-0.682641,-1.827087,-0.095669,0.237974
demo_172,extra_masked,bad,0.160659,74,0,0.000000,-1.955932,-2.648561,-1.466172,-1.285092
demo_174,extra_masked,bad,0.831057,82,0,0.000000,-0.157689,-0.391654,-0.219930,0.115409
demo_176,extra_masked,bad,0.221522,68,0,0.000000,-1.683507,-2.311830,-0.797009,-0.632488
demo_179,anchor,labeled_or_anchor,0.619850,115,115,1.000000,,,,
demo_180,extra_masked,bad,0.266284,91,0,0.000000,-1.196524,-1.518188,-0.852478,-0.627679
demo_182,extra_masked,bad,0.460054,74,0,0.000000,-1.538277,-2.056509,-1.308780,-1.016842
demo_183,anchor,labeled_or_anchor,0.619705,86,86,1.000000,,,,
demo_184,extra_masked,bad,0.906731,58,0,0.000000,0.531490,-0.078053,0.653355,1.069194
demo_185,anchor,labeled_or_anchor,0.990030,93,93,1.000000,,,,
demo_186,extra_masked,bad,0.214566,76,0,0.000000,-1.450415,-2.428959,-0.770799,-0.506786
demo_187,anchor,labeled_or_anchor,0.660323,109,109,1.000000,,,,
demo_190,extra_masked,bad,0.936649,67,2,0.029851,0.361073,-0.549685,0.674575,1.185103
demo_192,extra_masked,bad,0.192301,75,0,0.000000,-1.102118,-1.963560,-0.283953,0.025414
demo_193,anchor,labeled_or_anchor,0.730146,107,107,1.000000,,,,
demo_194,extra_masked,bad,0.328759,82,0,0.000000,-1.021214,-1.492093,-0.393770,0.012385
demo_195,anchor,labeled_or_anchor,0.865497,100,100,1.000000,,,,
demo_196,extra_masked,bad,0.203325,83,0,0.000000,-1.031075,-1.671135,-0.358673,-0.013081
demo_197,anchor,labeled_or_anchor,0.713560,103,103,1.000000,,,,
demo_198,extra_masked,bad,0.063642,64,0,0.000000,-1.773812,-2.592653,-1.332278,-1.169171
demo_199,anchor,labeled_or_anchor,0.587790,88,88,1.000000,,,,
