demo_id,role,hidden_label,classifier_score,transition_count,selected_transition_count,selected_fraction,margin_mean,margin_p25,margin_p50,margin_p75
demo_145,anchor,labeled_or_anchor,0.971199,88,88,1.000000,,,,
demo_148,extra_masked,bad,0.667621,67,0,0.000000,-0.680849,-2.084942,-0.017099,0.350699
demo_149,extra_masked,positive,0.962654,118,60,0.508475,2.843703,-0.056044,2.213735,5.222211
demo_150,extra_masked,bad,0.326322,79,0,0.000000,-1.471046,-1.826683,-0.972696,-0.658405
demo_151,anchor,labeled_or_anchor,0.816395,119,119,1.000000,,,,
demo_152,extra_masked,bad,0.137790,89,0,0.000000,-1.339263,-1.875690,-0.971337,-0.215024
demo_153,anchor,labeled_or_anchor,0.771806,101,101,1.000000,,,,
demo_154,extra_masked,bad,0.090444,93,0,0.000000,-0.662760,-0.998055,-0.201042,0.020872
demo_155,anchor,labeled_or_anchor,0.668550,103,103,1.000000,,,,
demo_156,extra_masked,bad,0.398842,63,0,0.000000,-0.936819,-2.643540,0.295708,0.496035
demo_157,anchor,labeled_or_anchor,0.903668,81,81,1.000000,,,,
demo_158,extra_masked,bad,0.083120,73,0,0.000000,-0.936258,-1.876152,-0.643070,-0.327717
demo_160,extra_masked,bad,0.093049,73,0,0.000000,-1.207635,-2.704350,-0.346685,-0.039827
demo_162,extra_masked,bad,0.287295,92,1,0.010870,-0.215464,-1.092879,0.594373,0.861584
demo_163,anchor,labeled_or_anchor,1.000000,115,115,1.000000,,,,
demo_165,anchor,labeled_or_anchor,0.605092,105,105,1.000000,,,,
demo_166,extra_masked,bad,0.537693,90,0,0.000000,-0.616807,-1.123079,-0.190842,0.239609
demo_168,extra_masked,bad,0.648115,81,0,0.000000,-0.092313,-1.094264,0.597317,0.976729
demo_169,anchor,labeled_or_anchor,0.913687,97,97,1.000000,,,,
demo_170,extra_masked,bad,0.606046,64,0,0.000000,-0.120835,-0.898163,0.448397,0.703555
demo_171,anchor,labeled_or_anchor,0.772290,110,110,1.000000,,,,
demo_172,extra_masked,bad,0.180147,74,0,0.000000,-2.006402,-2.959157,-1.412619,-0.952202
demo_174,extra_masked,bad,0.517409,82,1,0.012195,-0.160778,-0.999493,0.298506,0.547926
demo_175,anchor,labeled_or_anchor,1.000000,130,130,1.000000,,,,
demo_176,extra_masked,bad,0.242570,68,0,0.000000,-1.360276,-2.118372,-0.614011,-0.402532
demo_178,extra_masked,bad,0.463796,68,0,0.000000,-0.611652,-0.912443,-0.756943,-0.348536
demo_179,anchor,labeled_or_anchor,0.857744,115,115,1.000000,,,,
demo_180,extra_masked,bad,0.076499,91,0,0.000000,-0.040413,-0.613331,-0.410356,0.525882
demo_182,extra_masked,bad,0.566958,74,0,0.000000,-0.598612,-1.884492,0.064262,0.283609
demo_184,extra_masked,bad,0.312641,58,0,0.000000,-1.219385,-2.520338,-0.516828,-0.303507
demo_186,extra_masked,bad,0.119782,76,0,0.000000,-1.837857,-3.290446,-0.946269,-0.750176
demo_187,anchor,labeled_or_anchor,0.660225,109,109,1.000000,,,,
demo_190,extra_masked,bad,0.044860,67,0,0.000000,-2.607430,-3.692317,-2.623081,-1.321367
demo_192,extra_masked,bad,0.717571,75,0,0.000000,-0.167160,-0.618214,0.015537,0.331626
demo_194,extra_masked,bad,0.186992,82,0,0.000000,-1.064609,-1.593444,-0.564829,-0.132404
demo_196,extra_masked,bad,0.552795,83,0,0.000000,-0.383403,-0.934106,0.193809,0.342546
demo_197,anchor,labeled_or_anchor,0.947988,103,103,1.000000,,,,
demo_198,extra_masked,bad,0.535859,64,0,0.000000,-0.387717,-1.740302,0.375201,0.522690
