demo_id,role,hidden_label,classifier_score,transition_count,selected_transition_count,selected_fraction,margin_mean,margin_p25,margin_p50,margin_p75
demo_51,extra_masked,positive,0.626355,130,53,0.407692,2.100305,0.168728,0.613561,4.825018
demo_54,extra_masked,bad,0.862700,95,0,0.000000,-0.513041,-1.335479,-0.034083,0.468823
demo_55,anchor,labeled_or_anchor,0.975629,108,108,1.000000,,,,
demo_56,extra_masked,bad,0.360670,99,1,0.010101,-0.197788,-0.592942,0.431409,0.839024
demo_57,anchor,labeled_or_anchor,1.000000,115,115,1.000000,,,,
demo_58,anchor,labeled_or_anchor,0.855565,88,88,1.000000,,,,
demo_59,anchor,labeled_or_anchor,1.000000,91,91,1.000000,,,,
demo_60,extra_masked,bad,0.205154,129,0,0.000000,-0.900580,-0.421031,0.059756,0.366091
demo_61,anchor,labeled_or_anchor,0.616188,130,130,1.000000,,,,
demo_62,extra_masked,bad,0.902891,80,4,0.050000,0.415753,-0.138445,1.058860,1.237170
demo_63,anchor,labeled_or_anchor,0.994365,98,98,1.000000,,,,
demo_64,extra_masked,bad,0.011939,95,0,0.000000,-1.557359,-2.217166,-1.200797,-0.677890
demo_65,anchor,labeled_or_anchor,0.443918,138,138,1.000000,,,,
demo_66,extra_masked,bad,0.019761,109,0,0.000000,-1.326554,-2.245857,-0.660104,-0.490756
demo_68,extra_masked,bad,0.187172,99,0,0.000000,-0.863328,-0.982173,-0.201648,0.658544
demo_70,anchor,labeled_or_anchor,0.906966,71,71,1.000000,,,,
demo_71,anchor,labeled_or_anchor,0.989792,91,91,1.000000,,,,
demo_73,extra_masked,positive,0.490735,129,51,0.395349,1.417945,-1.644318,-0.477907,5.787431
demo_74,extra_masked,bad,0.038520,101,0,0.000000,-1.623165,-2.495446,-1.115173,-0.780612
demo_75,anchor,labeled_or_anchor,0.484357,145,145,1.000000,,,,
demo_76,extra_masked,bad,0.557410,101,0,0.000000,-0.768015,-1.278703,-0.077684,0.155169
demo_78,anchor,labeled_or_anchor,0.601904,80,80,1.000000,,,,
demo_79,anchor,labeled_or_anchor,0.872900,92,92,1.000000,,,,
demo_82,extra_masked,bad,0.318063,82,1,0.012195,-0.053703,-0.325656,0.123148,0.499175
demo_83,anchor,labeled_or_anchor,1.000000,109,109,1.000000,,,,
demo_84,extra_masked,bad,0.042712,83,0,0.000000,-0.245359,-0.276302,-0.087948,0.050609
demo_85,anchor,labeled_or_anchor,0.500898,123,123,1.000000,,,,
demo_86,extra_masked,bad,0.804070,73,0,0.000000,-0.336246,-1.375931,0.280465,0.428047
demo_90,extra_masked,bad,0.914309,74,0,0.000000,0.365275,-0.177997,0.601522,0.975541
demo_91,anchor,labeled_or_anchor,0.985218,89,89,1.000000,,,,
demo_92,extra_masked,bad,0.925996,66,0,0.000000,-0.026427,-1.016508,0.546065,0.911799
demo_94,extra_masked,bad,0.722611,86,0,0.000000,-0.462363,-1.067379,-0.003409,0.265701
demo_95,anchor,labeled_or_anchor,0.915933,105,105,1.000000,,,,
demo_96,extra_masked,bad,0.777874,82,0,0.000000,-0.122776,-1.632204,0.793348,1.114803
demo_97,anchor,labeled_or_anchor,1.000000,89,89,1.000000,,,,
demo_100,extra_masked,bad,0.364618,89,0,0.000000,-0.229388,-1.087103,0.619581,0.786178
demo_101,anchor,labeled_or_anchor,0.868806,98,98,1.000000,,,,
demo_102,extra_masked,bad,0.101245,94,0,0.000000,-0.123209,-0.369145,-0.013178,0.163330
demo_103,extra_masked,positive,0.562451,121,56,0.462810,2.340981,0.096648,0.492461,4.857082
demo_106,extra_masked,bad,0.825891,68,0,0.000000,-1.080139,-2.073637,-0.488735,-0.170036
demo_108,extra_masked,bad,0.009134,94,0,0.000000,-1.824177,-2.013683,-1.353223,-1.210890
demo_110,anchor,labeled_or_anchor,0.742906,80,80,1.000000,,,,
demo_111,anchor,labeled_or_anchor,1.000000,95,95,1.000000,,,,
demo_114,extra_masked,bad,0.029567,110,0,0.000000,-1.212613,-1.479356,-0.791850,-0.610638
demo_116,extra_masked,bad,0.005310,103,0,0.000000,-1.495552,-3.069578,-0.589644,-0.155837
demo_117,extra_masked,positive,0.460334,129,60,0.465116,1.913158,-0.397073,0.708873,4.268317
demo_118,extra_masked,bad,0.406137,80,0,0.000000,-0.647674,-0.927300,-0.482186,-0.078671
demo_119,anchor,labeled_or_anchor,0.861499,91,91,1.000000,,,,
demo_122,extra_masked,bad,0.011660,84,0,0.000000,-2.055717,-2.738623,-1.699000,-1.380430
demo_124,extra_masked,bad,0.721839,75,0,0.000000,-0.431607,-1.511386,0.384966,0.731645
demo_126,extra_masked,bad,0.309572,88,0,0.000000,-1.169856,-1.147984,-0.757788,-0.528829
demo_127,anchor,labeled_or_anchor,0.743807,95,95,1.000000,,,,
demo_128,extra_masked,bad,0.309801,89,0,0.000000,-0.854799,-1.340422,-0.150432,0.151039
demo_129,anchor,labeled_or_anchor,0.736845,104,104,1.000000,,,,
demo_130,extra_masked,bad,0.278080,85,0,0.000000,-0.342036,-0.734458,0.191645,0.741611
demo_132,extra_masked,bad,0.637487,60,0,0.000000,0.170280,-0.415619,0.627510,0.932914
demo_133,anchor,labeled_or_anchor,0.981193,94,94,1.000000,,,,
demo_134,extra_masked,bad,0.208457,69,0,0.000000,-0.539722,-1.282999,-0.188879,0.241736
demo_136,extra_masked,bad,0.457143,61,0,0.000000,-0.559205,-0.736526,-0.419018,0.039790
demo_137,anchor,labeled_or_anchor,0.880950,96,96,1.000000,,,,
demo_138,extra_masked,bad,0.617812,55,0,0.000000,-0.522475,-1.045363,-0.147362,0.132315
demo_139,anchor,labeled_or_anchor,0.925011,82,82,1.000000,,,,
demo_140,extra_masked,bad,0.045278,103,0,0.000000,-1.333239,-1.685811,-1.094615,-0.825200
demo_141,extra_masked,positive,0.517741,126,58,0.460317,1.500951,-1.110821,1.030170,4.349887
demo_142,anchor,labeled_or_anchor,0.740720,76,76,1.000000,,,,
demo_144,extra_masked,bad,0.550719,81,0,0.000000,-0.538482,-1.924349,0.478184,0.806156
demo_145,anchor,labeled_or_anchor,0.884041,88,88,1.000000,,,,
demo_146,extra_masked,bad,0.127165,90,0,0.000000,-1.777621,-2.192879,-1.509853,-0.751348
demo_148,extra_masked,bad,0.010687,67,0,0.000000,-1.103198,-1.779703,-0.720176,-0.470910
demo_149,extra_masked,positive,0.493206,118,56,0.474576,2.156117,-0.590314,0.892924,4.858410
demo_150,extra_masked,bad,0.029386,79,0,0.000000,-1.535920,-2.081221,-1.488550,-0.782288
demo_152,extra_masked,bad,0.066252,89,0,0.000000,-1.600387,-2.139657,-1.422654,-0.409479
demo_153,anchor,labeled_or_anchor,0.642670,101,101,1.000000,,,,
demo_154,extra_masked,bad,0.050774,93,0,0.000000,-1.080889,-1.182155,-0.877850,-0.519969
demo_155,anchor,labeled_or_anchor,0.578145,103,103,1.000000,,,,
demo_156,extra_masked,bad,0.256286,63,0,0.000000,-1.120444,-2.439352,-0.335656,-0.009921
demo_158,extra_masked,bad,0.655767,73,5,0.068493,0.106333,-0.420557,0.206626,0.357187
demo_160,extra_masked,bad,0.169227,73,0,0.000000,-1.216933,-1.813500,-0.814814,-0.446692
demo_162,extra_masked,bad,0.030828,92,0,0.000000,-0.727110,-0.856687,-0.415172,0.094100
demo_164,anchor,labeled_or_anchor,0.490434,67,67,1.000000,,,,
demo_165,anchor,labeled_or_anchor,0.771253,105,105,1.000000,,,,
demo_166,extra_masked,bad,0.085571,90,0,0.000000,-0.288079,-0.477088,-0.110002,0.400928
demo_168,extra_masked,bad,0.366919,81,0,0.000000,-0.777950,-0.786726,-0.342550,-0.063107
demo_171,anchor,labeled_or_anchor,0.536026,110,110,1.000000,,,,
demo_173,anchor,labeled_or_anchor,0.587691,95,95,1.000000,,,,
demo_176,extra_masked,bad,0.101518,68,0,0.000000,-1.859440,-2.314797,-1.244306,-1.093248
demo_178,extra_masked,bad,0.004168,68,0,0.000000,-1.939070,-2.239345,-1.721669,-1.294493
demo_180,extra_masked,bad,0.017134,91,0,0.000000,-1.236154,-1.631272,-1.102714,-0.664115
demo_182,extra_masked,bad,0.826313,74,3,0.040541,-0.331946,-1.589079,0.470455,0.840756
demo_183,anchor,labeled_or_anchor,1.000000,86,86,1.000000,,,,
demo_184,anchor,labeled_or_anchor,0.951107,58,58,1.000000,,,,
demo_185,anchor,labeled_or_anchor,1.000000,93,93,1.000000,,,,
demo_186,extra_masked,bad,0.037767,76,0,0.000000,-1.541038,-2.597096,-1.127200,-0.655725
demo_190,extra_masked,bad,0.761078,67,0,0.000000,-0.351652,-0.893134,0.059082,0.423745
demo_191,extra_masked,positive,0.949677,89,39,0.438202,2.240561,0.479889,0.916368,4.382204
demo_192,extra_masked,bad,0.120243,75,0,0.000000,-0.856832,-1.834812,-0.041223,0.264305
demo_194,extra_masked,bad,0.170087,82,0,0.000000,-1.260149,-1.531876,-0.818927,-0.645332
demo_196,extra_masked,bad,0.146947,83,0,0.000000,-0.627611,-1.252633,0.074221,0.243002
demo_197,anchor,labeled_or_anchor,0.584841,103,103,1.000000,,,,
demo_198,anchor,labeled_or_anchor,0.295305,64,64,1.000000,,,,
