demo_id,role,hidden_label,classifier_score,transition_count,selected_transition_count,selected_fraction,margin_mean,margin_p25,margin_p50,margin_p75
demo_49,extra_masked,positive,0.635563,136,59,0.433824,2.411153,0.696603,0.912745,4.601883
demo_50,extra_masked,bad,0.067419,112,0,0.000000,-0.934092,-1.302793,-0.564049,-0.311687
demo_51,extra_masked,positive,0.552938,130,51,0.392308,1.880633,0.007985,0.329895,4.375475
demo_54,anchor,labeled_or_anchor,0.509838,95,95,1.000000,,,,
demo_55,anchor,labeled_or_anchor,1.000000,108,108,1.000000,,,,
demo_56,extra_masked,bad,0.022013,99,0,0.000000,-2.334393,-2.775633,-1.984148,-1.689890
demo_60,extra_masked,bad,0.016756,129,0,0.000000,-2.450861,-2.613942,-1.920345,-1.487987
demo_61,anchor,labeled_or_anchor,0.406013,130,130,1.000000,,,,
demo_62,extra_masked,bad,0.603873,80,2,0.025000,-0.295260,-1.434611,0.626262,0.936625
demo_63,anchor,labeled_or_anchor,1.000000,98,98,1.000000,,,,
demo_64,extra_masked,bad,0.461129,95,0,0.000000,0.185567,0.058005,0.392245,0.763173
demo_65,anchor,labeled_or_anchor,0.773606,138,138,1.000000,,,,
demo_66,extra_masked,bad,0.086058,109,0,0.000000,-0.447960,-1.354071,0.004248,0.551839
demo_67,extra_masked,positive,0.394316,144,51,0.354167,1.539935,-0.428379,0.438063,3.259212
demo_68,extra_masked,bad,0.007696,99,0,0.000000,-1.813098,-1.905381,-1.550877,-0.901149
demo_70,anchor,labeled_or_anchor,0.678716,71,71,1.000000,,,,
demo_73,extra_masked,positive,0.586198,129,56,0.434109,2.036274,-1.151884,-0.139388,5.892866
demo_74,extra_masked,bad,0.038072,101,0,0.000000,-0.857146,-1.097513,-0.892493,-0.490247
demo_78,anchor,labeled_or_anchor,0.030908,80,80,1.000000,,,,
demo_79,anchor,labeled_or_anchor,0.558690,92,92,1.000000,,,,
demo_82,extra_masked,bad,0.673672,82,0,0.000000,-0.897754,-2.123808,-0.287195,-0.118228
demo_90,extra_masked,bad,0.689614,74,0,0.000000,0.209473,-1.035298,0.568976,1.392927
demo_91,anchor,labeled_or_anchor,1.000000,89,89,1.000000,,,,
demo_92,extra_masked,bad,0.908366,66,0,0.000000,0.199583,-0.171305,0.395283,0.684167
demo_94,extra_masked,bad,0.081977,86,0,0.000000,-0.481746,-0.747918,-0.122410,0.047214
demo_95,anchor,labeled_or_anchor,0.586949,105,105,1.000000,,,,
demo_96,extra_masked,bad,0.105807,82,0,0.000000,-1.534870,-2.232673,-0.916837,-0.472796
demo_97,anchor,labeled_or_anchor,0.702975,89,89,1.000000,,,,
demo_100,extra_masked,bad,0.004025,89,0,0.000000,-1.925543,-2.178927,-1.449376,-1.072592
demo_102,extra_masked,bad,0.356259,94,0,0.000000,-0.763792,-1.373209,-0.338627,-0.135163
demo_103,extra_masked,positive,0.909743,121,54,0.446281,2.207370,0.127246,0.377256,4.880764
demo_106,anchor,labeled_or_anchor,0.403641,68,68,1.000000,,,,
demo_107,anchor,labeled_or_anchor,1.000000,86,86,1.000000,,,,
demo_108,extra_masked,bad,0.075643,94,0,0.000000,-0.961462,-1.626247,-0.544969,0.066833
demo_109,extra_masked,positive,0.477378,147,54,0.367347,1.691512,-0.028440,0.260419,4.085343
demo_110,anchor,labeled_or_anchor,0.666985,80,80,1.000000,,,,
demo_111,anchor,labeled_or_anchor,1.000000,95,95,1.000000,,,,
demo_112,extra_masked,bad,0.011589,93,0,0.000000,-1.229540,-1.328706,-1.210830,-0.631985
demo_114,extra_masked,bad,0.119409,110,0,0.000000,-0.272286,-0.514533,-0.342645,0.154691
demo_115,anchor,labeled_or_anchor,0.595949,127,127,1.000000,,,,
demo_116,extra_masked,bad,0.026448,103,0,0.000000,-0.607949,-1.286088,0.068350,0.256532
demo_118,extra_masked,bad,0.579501,80,1,0.012500,0.400168,0.095255,0.519662,1.131757
demo_119,anchor,labeled_or_anchor,1.000000,91,91,1.000000,,,,
demo_120,extra_masked,bad,0.006734,100,0,0.000000,-1.909930,-2.534746,-0.924798,-0.841236
demo_122,extra_masked,bad,0.095288,84,0,0.000000,0.112580,-0.217744,0.541918,0.668083
demo_123,anchor,labeled_or_anchor,0.635586,119,119,1.000000,,,,
demo_124,extra_masked,bad,0.568144,75,0,0.000000,-0.614668,-0.978427,-0.255178,-0.015830
demo_125,anchor,labeled_or_anchor,0.971300,88,88,1.000000,,,,
demo_126,extra_masked,bad,0.256930,88,0,0.000000,-1.700976,-2.376647,-0.854045,-0.675953
demo_128,extra_masked,bad,0.009816,89,0,0.000000,-1.816443,-2.591746,-1.274904,-0.559928
demo_129,anchor,labeled_or_anchor,0.421062,104,104,1.000000,,,,
demo_130,extra_masked,bad,0.006904,85,0,0.000000,-2.184215,-2.380446,-1.894208,-1.637622
demo_132,extra_masked,bad,0.629988,60,0,0.000000,-0.220723,-0.568209,0.308246,0.704210
demo_133,anchor,labeled_or_anchor,0.914981,94,94,1.000000,,,,
demo_134,extra_masked,bad,0.046700,69,0,0.000000,-1.334608,-2.510532,-0.488825,-0.082977
demo_135,anchor,labeled_or_anchor,0.589981,95,95,1.000000,,,,
demo_136,extra_masked,bad,0.563559,61,0,0.000000,-0.657723,-0.983154,-0.305163,0.563679
demo_139,anchor,labeled_or_anchor,0.718644,82,82,1.000000,,,,
demo_140,extra_masked,bad,0.323249,103,0,0.000000,-0.301643,-0.189004,0.098215,0.250787
demo_141,anchor,labeled_or_anchor,0.570389,126,126,1.000000,,,,
demo_142,anchor,labeled_or_anchor,0.586342,76,76,1.000000,,,,
demo_143,anchor,labeled_or_anchor,0.978456,93,93,1.000000,,,,
demo_144,extra_masked,bad,0.018379,81,0,0.000000,-2.106174,-2.932552,-1.698350,-1.087054
demo_145,anchor,labeled_or_anchor,0.497854,88,88,1.000000,,,,
demo_146,extra_masked,bad,0.150297,90,0,0.000000,-1.236965,-1.939153,-1.131811,0.232899
demo_148,extra_masked,bad,0.015726,67,0,0.000000,-1.290352,-2.087460,-1.075323,-0.520679
demo_150,extra_masked,bad,0.122812,79,0,0.000000,-0.301423,-0.556884,-0.268434,-0.073012
demo_151,anchor,labeled_or_anchor,0.524960,119,119,1.000000,,,,
demo_152,extra_masked,bad,0.060888,89,0,0.000000,-1.945124,-3.153950,-1.434446,-0.743853
demo_155,anchor,labeled_or_anchor,0.640175,103,103,1.000000,,,,
demo_156,extra_masked,bad,0.367361,63,0,0.000000,-0.648995,-1.268698,-0.032711,0.172117
demo_157,anchor,labeled_or_anchor,0.923686,81,81,1.000000,,,,
demo_158,extra_masked,bad,0.437677,73,0,0.000000,-0.599671,-1.445417,-0.117893,0.196218
demo_159,anchor,labeled_or_anchor,0.603985,92,92,1.000000,,,,
demo_160,extra_masked,bad,0.557101,73,0,0.000000,-0.016130,-0.212049,0.243434,0.512369
demo_162,extra_masked,bad,0.118622,92,0,0.000000,-0.076430,-0.358187,0.437836,0.697238
demo_164,extra_masked,bad,0.553074,67,0,0.000000,-0.607811,-2.136745,0.043128,0.514250
demo_165,anchor,labeled_or_anchor,0.751839,105,105,1.000000,,,,
demo_166,extra_masked,bad,0.114061,90,0,0.000000,-0.963291,-1.784666,-0.340799,-0.036842
demo_168,extra_masked,bad,0.018094,81,0,0.000000,-1.287095,-2.028552,-0.464972,-0.155478
demo_170,extra_masked,bad,0.050142,64,0,0.000000,-0.575886,-1.518506,0.021029,0.218676
demo_171,anchor,labeled_or_anchor,0.522503,110,110,1.000000,,,,
demo_172,extra_masked,bad,0.134813,74,0,0.000000,0.061488,-0.888795,0.492814,1.306016
demo_174,extra_masked,bad,0.679943,82,7,0.085366,0.506298,0.368852,0.551718,1.252438
demo_175,anchor,labeled_or_anchor,1.000000,130,130,1.000000,,,,
demo_176,extra_masked,bad,0.450487,68,0,0.000000,-0.025943,-0.785293,0.824577,1.123474
demo_177,anchor,labeled_or_anchor,1.000000,99,99,1.000000,,,,
demo_178,extra_masked,bad,0.083276,68,0,0.000000,-0.434097,-1.750834,0.402023,0.691047
demo_180,extra_masked,bad,0.589506,91,4,0.043956,0.836716,0.401111,1.308743,1.542329
demo_181,anchor,labeled_or_anchor,1.000000,127,127,1.000000,,,,
demo_182,extra_masked,bad,0.842743,74,0,0.000000,-0.366311,-0.511357,-0.177435,0.101493
demo_184,anchor,labeled_or_anchor,0.518645,58,58,1.000000,,,,
demo_185,anchor,labeled_or_anchor,0.897432,93,93,1.000000,,,,
demo_186,extra_masked,bad,0.479560,76,0,0.000000,-0.333391,-0.535233,-0.187113,0.052947
demo_190,extra_masked,bad,0.791358,67,0,0.000000,-0.192653,-0.488838,0.198497,0.765792
demo_192,extra_masked,bad,0.009275,75,0,0.000000,-1.304620,-1.663253,-1.088092,-0.873649
demo_195,anchor,labeled_or_anchor,0.560963,100,100,1.000000,,,,
demo_196,extra_masked,bad,0.055863,83,0,0.000000,-1.184047,-1.728159,-0.549717,-0.126982
demo_197,extra_masked,positive,0.545593,103,45,0.436893,1.648040,0.375892,1.377254,2.898847
demo_198,anchor,labeled_or_anchor,0.206861,64,64,1.000000,,,,
demo_199,anchor,labeled_or_anchor,0.699196,88,88,1.000000,,,,
