demo_id,role,hidden_label,transition_count,bc_selected_mass,negative_loss_mass,selected_negative_obs_distance_mean,selected_negative_action_distance_mean,selected_negative_state_action_distance_mean
demo_86,extra_masked,bad,73,0,0,,,
demo_90,extra_masked,bad,74,0,0,,,
demo_91,anchor,labeled_or_anchor,89,89,89,4.081318,4.473186,6.185926
demo_92,extra_masked,bad,66,0,0,,,
demo_95,anchor,labeled_or_anchor,105,105,105,2.875818,3.622941,4.836348
demo_96,extra_masked,bad,82,0,0,,,
demo_97,anchor,labeled_or_anchor,89,89,89,4.027279,3.878746,5.810113
demo_101,anchor,labeled_or_anchor,98,98,98,3.312380,3.646210,5.097698
demo_108,extra_masked,bad,94,7,7,2.906796,1.911819,3.481636
demo_109,anchor,labeled_or_anchor,147,147,147,4.553730,3.539957,5.882793
demo_110,anchor,labeled_or_anchor,80,80,80,2.136569,2.888861,3.704390
demo_111,anchor,labeled_or_anchor,95,95,95,3.873144,3.878971,5.756984
demo_112,extra_masked,bad,93,0,0,,,
demo_114,extra_masked,bad,110,0,0,,,
demo_116,extra_masked,bad,103,0,0,,,
demo_120,extra_masked,bad,100,0,0,,,
demo_121,anchor,labeled_or_anchor,110,110,110,3.356949,3.271760,4.768455
demo_122,extra_masked,bad,84,1,1,2.793401,3.561816,4.526547
demo_123,anchor,labeled_or_anchor,119,119,119,4.284486,3.818094,5.878735
demo_124,extra_masked,bad,75,0,0,,,
demo_126,extra_masked,bad,88,1,1,4.586620,10.100493,11.093108
demo_127,anchor,labeled_or_anchor,95,95,95,3.319325,3.444332,4.921085
demo_128,extra_masked,bad,89,0,0,,,
demo_131,anchor,labeled_or_anchor,95,95,95,3.428466,3.636610,5.193286
demo_132,extra_masked,bad,60,0,0,,,
demo_133,anchor,labeled_or_anchor,94,94,94,3.943350,4.095415,5.887379
demo_134,extra_masked,bad,69,0,0,,,
demo_135,anchor,labeled_or_anchor,95,95,95,3.699546,3.761271,5.461346
demo_136,extra_masked,bad,61,0,0,,,
demo_137,anchor,labeled_or_anchor,96,96,96,4.033033,4.031961,5.942450
demo_138,anchor,labeled_or_anchor,55,55,55,2.030531,3.188968,3.830073
demo_139,anchor,labeled_or_anchor,82,82,82,3.850610,4.234693,5.910761
demo_140,extra_masked,bad,103,0,0,,,
demo_142,anchor,labeled_or_anchor,76,76,76,2.294138,3.074696,3.886321
demo_143,anchor,labeled_or_anchor,93,93,93,3.936730,3.927067,5.721183
demo_144,extra_masked,bad,81,0,0,,,
demo_146,extra_masked,bad,90,0,0,,,
demo_148,extra_masked,bad,67,0,0,,,
demo_149,extra_masked,positive,118,57,57,6.084086,5.170519,8.245352
demo_150,extra_masked,bad,79,0,0,,,
demo_151,anchor,labeled_or_anchor,119,119,119,4.381393,3.680979,5.867036
demo_152,extra_masked,bad,89,0,0,,,
demo_153,anchor,labeled_or_anchor,101,101,101,3.926543,3.744819,5.615607
demo_154,extra_masked,bad,93,0,0,,,
demo_155,anchor,labeled_or_anchor,103,103,103,4.538571,4.026901,6.245568
demo_156,extra_masked,bad,63,0,0,,,
demo_157,anchor,labeled_or_anchor,81,81,81,3.304071,3.885499,5.322829
demo_160,extra_masked,bad,73,0,0,,,
demo_162,extra_masked,bad,92,0,0,,,
demo_163,anchor,labeled_or_anchor,115,115,115,4.594443,3.611279,5.988817
demo_164,extra_masked,bad,67,0,0,,,
demo_165,anchor,labeled_or_anchor,105,105,105,4.086928,4.260098,6.122353
demo_167,anchor,labeled_or_anchor,114,114,114,3.451014,3.744834,5.270437
demo_168,extra_masked,bad,81,0,0,,,
demo_169,anchor,labeled_or_anchor,97,97,97,3.479333,3.553611,5.151833
demo_170,extra_masked,bad,64,0,0,,,
demo_172,extra_masked,bad,74,0,0,,,
demo_173,anchor,labeled_or_anchor,95,95,95,4.048969,3.903491,5.814704
demo_174,extra_masked,bad,82,0,0,,,
demo_176,extra_masked,bad,68,0,0,,,
demo_178,extra_masked,bad,68,0,0,,,
demo_179,anchor,labeled_or_anchor,115,115,115,4.236833,3.931245,5.916626
demo_180,extra_masked,bad,91,0,0,,,
demo_182,extra_masked,bad,74,0,0,,,
demo_183,anchor,labeled_or_anchor,86,86,86,3.708201,3.826082,5.449654
demo_184,extra_masked,bad,58,0,0,,,
demo_185,anchor,labeled_or_anchor,93,93,93,3.679856,4.149017,5.695190
demo_186,extra_masked,bad,76,0,0,,,
demo_187,anchor,labeled_or_anchor,109,109,109,3.946720,3.979169,5.759156
demo_190,extra_masked,bad,67,0,0,,,
demo_191,extra_masked,positive,89,45,45,7.018166,5.332717,9.194789
demo_192,extra_masked,bad,75,0,0,,,
demo_194,extra_masked,bad,82,0,0,,,
demo_196,extra_masked,bad,83,0,0,,,
demo_198,extra_masked,bad,64,0,0,,,
