demo_id,role,hidden_label,classifier_score,transition_count,selected_transition_count,selected_fraction,margin_mean,margin_p25,margin_p50,margin_p75
demo_140,extra_masked,bad,0.040245,103,0,0.000000,-0.737948,-0.952145,-0.299296,-0.119672
demo_141,anchor,labeled_or_anchor,0.533914,126,126,1.000000,,,,
demo_142,extra_masked,bad,0.287324,76,0,0.000000,-0.932860,-1.936922,-0.464452,-0.177271
demo_143,anchor,labeled_or_anchor,0.635074,93,93,1.000000,,,,
demo_144,extra_masked,bad,0.404478,81,0,0.000000,-0.918168,-1.811493,-0.209844,0.101027
demo_146,extra_masked,bad,0.285085,90,0,0.000000,-0.930718,-1.433674,-0.704580,0.086593
demo_147,anchor,labeled_or_anchor,0.576780,91,91,1.000000,,,,
demo_148,extra_masked,bad,0.033266,67,0,0.000000,-0.761544,-1.568046,-0.438676,0.010409
demo_149,extra_masked,positive,0.553541,118,59,0.500000,2.833676,0.067379,1.943901,5.570698
demo_150,extra_masked,bad,0.235345,79,0,0.000000,-1.223237,-2.300407,-0.551722,-0.283533
demo_152,extra_masked,bad,0.118202,89,0,0.000000,-1.083269,-1.567592,-0.708194,-0.083930
demo_154,extra_masked,bad,0.438500,93,0,0.000000,-0.317818,-0.785831,-0.113055,0.598894
demo_155,anchor,labeled_or_anchor,1.000000,103,103,1.000000,,,,
demo_156,extra_masked,bad,0.370437,63,0,0.000000,-0.878890,-2.315729,0.379585,0.590564
demo_157,anchor,labeled_or_anchor,1.000000,81,81,1.000000,,,,
demo_160,extra_masked,bad,0.443390,73,0,0.000000,-0.361196,-1.880593,0.573575,0.850238
demo_161,anchor,labeled_or_anchor,0.801453,91,91,1.000000,,,,
demo_162,extra_masked,bad,0.099718,92,0,0.000000,-0.634851,-1.343895,0.133858,0.273911
demo_163,anchor,labeled_or_anchor,0.580592,115,115,1.000000,,,,
demo_164,extra_masked,bad,0.118808,67,0,0.000000,-1.011825,-1.996778,-0.177427,0.009015
demo_165,anchor,labeled_or_anchor,0.679205,105,105,1.000000,,,,
demo_166,extra_masked,bad,0.283024,90,0,0.000000,-0.348567,-0.244970,-0.133995,0.026769
demo_167,anchor,labeled_or_anchor,0.643967,114,114,1.000000,,,,
demo_168,extra_masked,bad,0.489665,81,0,0.000000,-0.759703,-0.782192,-0.181450,0.078031
demo_169,anchor,labeled_or_anchor,0.712031,97,97,1.000000,,,,
demo_170,extra_masked,bad,0.266634,64,0,0.000000,-0.716961,-1.827317,-0.044461,0.105763
demo_171,anchor,labeled_or_anchor,0.725232,110,110,1.000000,,,,
demo_174,extra_masked,bad,0.018076,82,0,0.000000,-0.485354,-1.029781,0.041809,0.151451
demo_175,anchor,labeled_or_anchor,0.468116,130,130,1.000000,,,,
demo_177,anchor,labeled_or_anchor,1.000000,99,99,1.000000,,,,
demo_178,extra_masked,bad,0.129699,68,0,0.000000,-1.160849,-2.092664,-0.522778,-0.288858
demo_180,extra_masked,bad,0.036060,91,0,0.000000,-1.732259,-3.226779,-1.548067,-0.298876
demo_183,anchor,labeled_or_anchor,0.910149,86,86,1.000000,,,,
demo_184,extra_masked,bad,0.133490,58,0,0.000000,-1.152099,-2.040479,-0.933187,-0.577382
demo_186,extra_masked,bad,0.319097,76,0,0.000000,-1.176472,-2.483441,-0.326281,-0.133516
demo_190,extra_masked,bad,0.041484,67,0,0.000000,-1.423139,-1.661993,-1.401866,-0.878822
demo_191,extra_masked,positive,0.507819,89,37,0.415730,1.493467,-0.526084,0.227859,4.241387
demo_192,extra_masked,bad,0.288877,75,0,0.000000,-0.818946,-2.124109,0.266276,0.693494
demo_193,anchor,labeled_or_anchor,0.719181,107,107,1.000000,,,,
demo_194,extra_masked,bad,0.313321,82,0,0.000000,-0.389039,-0.443939,-0.047354,0.245850
demo_196,extra_masked,bad,0.376954,83,0,0.000000,-0.770743,-1.487385,-0.136847,0.098858
demo_198,anchor,labeled_or_anchor,0.471034,64,64,1.000000,,,,
demo_199,anchor,labeled_or_anchor,0.853061,88,88,1.000000,,,,
